P_W,V_mm_min,line_energy_J_mm,absorptivity_pct,interface_temp_C
106.21780831931537,357.4542081109768,17.829048741203547,15.003576921232302,519.9980111223491
146.55000144869413,389.3742637500086,22.58238642235238,24.817401057862195,664.7130404196117
131.23957592679835,541.8189572808722,14.533220829196502,20.437845737605173,469.95323749728675
121.90609389379256,336.00175442395687,21.76883167222546,19.211982125987404,654.0095330725218
90.92130483097056,547.8598739248685,9.957433550985614,10.829288752673719,279.1011428650757
90.91961642353418,235.2537723906766,23.188478254677488,13.048422606172146,648.3683130012707
84.06585285177397,510.7193748834523,9.876169613219554,8.963718363252204,308.09465597401424
140.63233020424548,539.0190532218945,15.654251481127394,22.43954533359609,447.62113789493105
122.07805082202461,272.7270611349355,26.857192017690856,20.796696553815277,799.9034763764819
129.5650804457232,372.13861294888017,20.88980975433279,21.749202049172663,619.9590850987403
81.44091460070617,266.19990986546225,18.356335576942868,10.641942439453977,551.1734628596906
147.8936896513396,482.6416515976871,18.385527543480876,25.154062727053788,534.551859865796
138.27098485602951,414.13910722466267,20.032542077368237,23.01503164425391,629.8328415752806
94.86373774747933,454.1293386833284,12.53348722491977,12.356667081024213,440.96360379755856
92.72774770449705,278.59478678248445,19.97045575233146,12.969959443709723,587.6874408110411
92.83831568974037,284.6983448209678,19.565617583366347,13.112315529653555,588.9347903327172
101.29695700716763,216.59893020396254,28.06023748458416,15.666703478494096,822.7137380318992
116.73295021425665,328.8270140782919,21.299883260770635,18.362519304093116,625.4524481164859
110.2361513049481,423.89786453346994,15.60321396187323,15.793687310747424,453.7992295649278
100.38603981386294,543.1739655989315,11.088827466519549,12.87677738597596,321.7846809371084
122.82970263056657,466.7709789834723,15.788861111039528,19.505305577145958,452.94958698052926
89.76457024564293,374.15852935990057,14.394631665760958,12.136212772577588,444.5568792670091
100.45012539746527,581.2480457576551,10.36908006459055,11.687991629536866,312.84933300144627
105.64532903055841,487.6980802303327,12.997221024203785,15.079960354975192,345.5873044874696
111.92489889519251,572.06608114502,11.73901784260682,15.061952948686134,370.66629398877967
134.96231729751094,411.0351893088663,19.70084131109692,22.635603067570216,584.911631883576
93.97716475108518,303.5617099172558,18.574904873879106,12.768540054597388,580.945979551115
115.9964106889528,221.13067454588878,31.4736282319479,19.449537462455613,924.2214980893189
121.46901982034296,490.43394059354017,14.860597087551112,18.459396000639902,419.98279826436107
83.25152889039984,248.52119920221367,20.09925812952337,10.336420702398526,552.2878691227414
122.5281396331007,321.11005130878686,22.894606842800098,20.38997100902635,661.1046215260783
91.93668865811041,412.98836315355896,13.356796005982302,12.4086375655165,394.7632213561435
84.55361150896957,425.76663511189906,11.91548672949641,9.717582947132584,385.5950897340616
146.42198760773334,440.2332787948544,19.956054391239917,25.571192513763,592.6767119257927
147.59424231521916,266.50213213988025,33.229207090414725,26.64702656156565,988.8043836718448
136.5878143681523,351.89496192865954,23.28896332352318,23.69169234379398,660.0877649690294
101.32296384213595,446.87769084678666,13.60412022137057,12.630122094588524,433.52607456216987
86.83704798044687,587.927545853514,8.862015252683829,10.117502970082095,295.2799204048035
127.89631185585098,491.0524550798755,15.627207708599743,20.625470572001852,430.7507248939912
110.81067456177209,569.0415028375832,11.68392892355339,14.831881506690694,386.6722389526692
88.54267643913451,504.8848233256708,10.522321806693043,9.088408468543728,329.42155922784104
114.6623837077889,436.6867875569602,15.754410755031053,17.255856218833106,482.5335864011641
82.40719647806529,276.8093476545378,17.86222839141488,9.89468999172029,516.672232282659
143.65242814551476,466.67426075700524,18.469297352610642,24.194574638458562,576.5474943915835
98.11459871200118,449.3518263839628,13.100816725489048,13.133852759056412,376.3495025474918
126.37655990477873,440.9876681829066,17.194570599969076,19.483520479271768,531.8356756639959
101.81977532625876,395.9143471952963,15.430576241688941,14.880419001196582,481.9977549345707
116.40476148244676,411.46264159571024,16.97428875161244,18.170014647602375,489.51557317204043
118.26971955402958,333.7770108472416,21.260251433222454,19.412485355113965,669.1991045962225
92.9398118867869,407.72507705692124,13.67683526718351,12.034148931437173,420.8962976611205
147.8709239435191,279.02236227139133,31.797650067852047,25.989559311728993,938.9492612707694
134.25929763527802,522.0697589441506,15.430041139345976,21.652676883982963,435.0281410034811
145.76492590949323,274.3107818794831,31.883163668032754,26.086546556201803,970.6308798189713
142.63791452993541,233.98651595578656,36.57593189435443,25.120421566047586,1035.758309605735
121.85299851677595,374.498410542863,19.522592633726976,20.115659752817923,601.1617575919362
144.53119645161817,463.32297580242476,18.7166884441212,25.268121392950903,538.1044176141219
86.19447514363436,375.08672997341654,13.787927152167159,10.643637724571816,407.01015233652157
93.71880036934016,310.70165278052343,18.098159349453255,14.173451340914994,556.3802437054572
83.16591022373767,423.26847355617633,11.789100594948968,9.531731323400198,383.72864452909124
102.7731231534285,338.80093416488,18.200620976460446,14.877830158383231,518.0609722916388
107.20741027826374,573.1470760506533,11.223026140200254,13.735831456225862,369.0675089803016
98.99443222417271,569.0580558414288,10.43771522515004,12.88642374201558,346.0726363868699
138.01162564063506,400.9487279888382,20.652759219300044,22.785843880913596,593.6882618325201
104.97273286855125,331.15359760730337,19.019464132719325,16.0454553708774,598.4876643891046
99.66541567811666,494.85296558265566,12.084245940904982,12.620690913434263,342.34071263283784
117.9887258210774,214.68517739322667,32.9753718222374,19.696364607039225,946.4966367657835
89.86469574823339,389.9076024174605,13.828614039490061,11.94877268400208,430.1142047499248
136.1537886527828,334.5293577081334,24.420060992955865,23.126312323757954,701.3225860252495
85.21854505758395,568.2143540410218,8.99856307235403,8.484942150274476,289.976608217876
149.0820855620362,204.801210909073,43.676134013160265,28.229113334186177,1264.7476057145761
134.05713385076604,421.1259502873396,19.099815685919683,22.820557181850553,565.0329272724467
93.91009770739207,496.2654324266504,11.35401640789546,11.794414674997208,367.5898723430971
80.38654819865216,394.0071950096165,12.241382779320592,8.738276479067713,371.3297566769148
137.0822999918384,234.16121206508865,35.12510858213383,24.19205258532883,1024.0792456504444
129.4800140693332,588.9845560111609,13.190160531157932,19.426451592077687,425.50857297754584
131.0305017628691,407.2041725504392,19.30685055737813,21.563139810838532,590.410510082705
133.9889242680162,445.67449772760455,18.038580841111084,21.29037204429583,554.65000196008
85.18312562138632,294.64391308300293,17.34631977903234,11.500506292173922,496.4778352225034
105.09260099809909,393.39923404272156,16.028389265244954,15.190251706308596,492.8935548555864
88.11083416675908,371.6597967833287,14.224433462432232,10.308549489044182,414.09567515908543
140.41723981129155,229.9583368007935,36.637220923961834,24.840908807023602,1036.3447599223998
123.63086887792906,242.46414141898688,30.593604849211186,20.812288286545037,890.5763167051392
103.16286173968544,534.9890078475098,11.569904453336774,13.363064491082351,338.92730593319044
84.44908452002166,295.9279808826361,17.122223644038684,11.891543639489274,528.9716001611249
101.76876252009635,277.98330859945224,21.965799968242457,15.4870888154351,665.6642498852042
102.76283254187229,401.9645805000557,15.339087699821558,14.077078278728745,424.9601786855312
131.0724324836645,507.49885254500515,15.49628321242846,20.621301587285842,450.8674100297659
124.62902299486493,224.77860743159516,33.2671398988337,21.292856255170513,938.0016520960468
142.10489198034287,430.72316785530234,19.79529812913362,24.07724251298507,579.0806498521629
113.05504476133646,247.68417713622935,27.386903612939665,18.70660362466908,810.932958807268
88.37159721568112,214.58442033024738,24.70960298413364,13.247811842267152,721.6908434048785
129.92713510560964,221.09758086488696,35.25876708303063,22.79291409744354,1011.4120732727348
133.2549534031828,533.6656432833765,14.981847351086577,21.631918400333383,478.96968178356803
119.28940382986474,247.18899345122463,28.955028012621348,20.408103031100744,799.8321457782597
133.96770259681927,218.06054576491678,36.861607071619005,23.47241441046538,1093.0208348010503
114.56569174550735,375.1599548571649,18.322695201697538,18.746331068716266,536.033944469951
116.59129805673959,537.5973887768099,13.012484862177471,16.842208326162933,396.0202411546999
109.92787128509848,304.9633505957208,21.627753840655956,16.714499439293977,629.3195145027295
81.77933887208667,368.6850470103666,13.308812961398008,10.462404830029012,436.7737205887999
87.55239988953132,215.9690130255005,24.323600500742277,13.468154287702491,691.0616152658924
82.2000429980714,379.6314056539503,12.991555773391434,9.624460161945505,397.22856690995843
124.54872878846463,431.04523225485343,17.336750689054245,19.342265766736478,529.7410919516519
102.00491867534286,428.3628215008579,14.28764312242797,13.987457649808196,401.2232199816403
115.5999483815292,332.97067686974606,20.83065382242361,18.632570582452455,599.0522376838189
143.5296531748265,326.2132722652542,26.39922995986222,25.844117572553515,771.0898552768181
97.45045604042124,242.64944757463917,24.096602818874025,14.908950148011074,691.5641037827563
108.72680461249408,346.71932825850735,18.81524260420165,16.51199236763144,544.459622594596
132.88857969801342,239.79786754918587,33.25014881646255,24.114238779987716,959.7222976833152
96.01587158441357,506.63837788482067,11.370935457192134,11.740269946690757,364.40929703144445
85.3885936880155,586.5097190992743,8.735261248780334,9.08008279939469,270.44112087192804
100.28260170396376,588.0297826666828,10.232400262026287,12.070049415269585,340.9675455755986
91.2854901077803,546.0284397501575,10.030850057870522,10.594524178300524,293.7757363061134
145.0788356639801,440.31685973584763,19.76924105304734,24.50323202793136,562.5619956424011
136.5684265695092,480.346278897552,17.058746896045356,22.078977296009217,549.9010183104656
124.33826295572965,314.08232107216566,23.752676533581944,20.405541540868228,686.4661167587311
141.00224131314025,452.3081680690483,18.704359275459538,24.12197245538556,531.4348826990296
136.257045382938,382.259819775951,21.38708360132654,22.545998918922972,598.2574128849883
93.05990412202252,392.806935910773,14.21460197584107,11.82330667854663,452.89123240910806
142.47912989429844,503.1106241500632,16.991785470839243,24.416385278761965,502.664885889894
117.75395693409556,312.76734223890065,22.589434579295375,19.4755981690614,661.8376158835739
136.5208108614844,327.2158446778079,25.033166287392202,22.27981586653555,732.4520348926359
142.72639099464453,569.8567164514546,15.027608190712959,22.53379040142625,474.5119258976837
102.26024324803046,222.4897179403889,27.57707030994451,15.081968651095824,803.5868438508095
87.70363471693737,394.25371936533617,13.34728836924426,10.387710351648622,453.87906522342575
95.95546137793592,565.1203201631447,10.187790948685176,9.786615183764004,320.81970020308387
109.89754520383795,444.1452031272628,14.846164420559806,15.804374790224065,470.38608040967785
137.2610336145745,418.56282968485283,19.6760472569323,22.26192685091725,601.0843797065431
140.25114082794403,299.89767169174206,28.05979920486444,24.66547304451212,820.0241191698597
80.48664913718335,337.31019562577933,14.316789147958751,8.787625294870585,422.5235196546134
115.7523111804296,540.8193663218772,12.841882342453445,16.4848442621223,399.4239016944825
109.21877022041453,423.68725270738327,15.466894912108067,15.682457944634928,476.8089579959966
95.54754673295112,405.89687750271196,14.12391452540495,13.43850162202907,417.38706919751445
88.39057571335779,239.83188541601157,22.11313367946113,13.126479288961864,656.8437352388971
103.63306199825396,206.41126258204926,30.124246332845168,16.86287778396602,903.5349288850307
146.00367927387634,585.4740754748196,14.962610853995608,23.318695407475023,493.82412438366254
102.62420524145287,350.79446691473663,17.55287752581283,15.916258507775368,542.3577688656097
116.31534352203562,441.2852248398017,15.814988172005242,16.70050789725934,513.6514887124121
129.21132712266245,231.886029274914,33.43314666951542,21.830201569129088,959.2784548138528
105.45407216655057,473.2457142892186,13.36989250815743,14.476405844558974,421.67132341008175
148.02474579046725,573.0266834823844,15.499251611554428,25.218041243201526,494.28733029972267
147.3713106459478,430.2661011989679,20.550721086595516,25.113061546973377,591.6510786940045
97.6247607077755,250.44612895016422,23.388205946805027,14.504833935441075,679.6635913113025
114.80739541246697,432.68861098939067,15.920094843718731,16.462509615444013,514.1102703850856
101.06148168717388,506.53888524186095,11.970826086402345,13.611497655138525,348.7862190285702
99.93883460642273,362.56661462960744,16.53856101039839,14.63382612378476,469.9224939372732
82.58208631481729,551.9350991765871,8.977369234681975,8.579857430757151,314.6638306902902
122.66950337859278,459.4731813429458,16.018715567257484,18.561624670329955,506.060917636334
115.1875316260203,559.699567315681,12.348145864588714,15.7813301299965,387.5418403438397
83.60351258749925,449.4021244989349,11.161964934729285,8.71210630468661,344.62664642135553
99.5052524965628,252.5151888019297,23.643390237712875,15.082284974467283,687.7813668486904
143.57861201766576,323.87668444207566,26.59875543650213,24.698040962238633,785.3035924075722
96.76933234668807,280.71797930098273,20.683249271240953,13.525108517295866,644.9009308033103
90.14264104638562,563.5305990867449,9.597630495217514,9.728681809377807,306.31892401311296
114.26169321942942,504.16002691499307,13.598264890448588,16.16189422444649,457.39530468468735
148.99553178774204,470.5593475640024,18.99809652819318,24.982335405313233,547.954958729926
96.94386900580503,320.38652785264867,18.155045966924902,14.033206212673619,541.8113512685521
127.0494883184115,273.6179088200854,27.859906290406943,21.664492089082735,807.6703699049231
133.31337307301024,502.58043519556475,15.915467105813837,20.962293392190357,457.5191999427026
96.63462807946797,389.66317835163187,14.879716655023266,13.192393352955682,447.03228880241585
130.97514440283015,290.3158208602516,27.068826772456998,21.944532988554066,801.2308616651252
105.74481929034772,446.64879126611004,14.205096445992046,14.881644648781146,441.6064460600696
124.26140814155056,216.1335408553808,34.49573101419635,21.531537308559795,1045.157690682528
124.34707975326262,330.46810165130137,22.576535368815,19.697514132271774,675.8383997495691
117.50422788523309,387.42279783645387,18.197828606075397,18.75168663068207,566.4108644387774
86.32028390380859,259.18333364376235,19.98283208034955,11.29686562288402,594.9290755914203
138.47117469124666,593.8617910363358,13.990242522550929,21.59912942623952,458.6406886461105
102.4546045480215,283.6389458358457,21.672892115594696,16.06802540878972,689.1051757450845
93.05629572798979,252.14125201730621,22.143848731647296,13.92045208582683,665.002449792741
82.85425990883347,281.4139495547586,17.665277795913536,10.70236158531995,508.57819776818104
